c1,Ki_1,c2,Ki_2,tid
O=C(Nc1cc2ccc(N3CCNCC3)cc2cn1)C1CC1,238,O=C(Nc1cc2ccc(-c3ccccc3F)cc2cn1)C1CC1,0.545,8
Cc1nc(-c2ccc3cc(NC(=O)C4CC4)ncc3c2)cs1,13,Cc1c[nH]nc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,0.1,8
Cc1nc(-c2ccc3cc(NC(=O)C4CC4)ncc3c2)cs1,13,O=C(Nc1cc2ccc(-c3cnccc3Cl)cc2cn1)C1CC1,0.07,8
O=C(Nc1cc2ccc(OC3CCCCC3)cc2cn1)C1CC1,27,Cc1c[nH]nc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,0.1,8
O=C(Nc1cc2ccc(OC3CCCCC3)cc2cn1)C1CC1,27,O=C(Nc1cc2ccc(-c3cnccc3Cl)cc2cn1)C1CC1,0.07,8
O=C(Nc1cc2ccc(Sc3ccccc3)cc2cn1)C1CC1,13,Cc1c[nH]nc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,0.1,8
O=C(Nc1cc2ccc(Sc3ccccc3)cc2cn1)C1CC1,13,O=C(Nc1cc2ccc(-c3cnccc3Cl)cc2cn1)C1CC1,0.07,8
Cc1c[nH]nc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,0.1,O=C(Nc1cc2ccc(-c3cnccn3)cc2cn1)C1CC1,18,8
Cc1c[nH]nc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,0.1,Cc1cnc(-c2ccc3cc(NC(=O)C4CC4)ncc3c2)cn1,42,8
Cc1c[nH]nc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,0.1,O=C(Nc1cc2ccc(Oc3cncnc3)cc2cn1)C1CC1,42,8
Cc1c[nH]nc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,0.1,Cc1cc(-c2ccc3cc(NC(=O)C4CC4)ncc3c2)ccn1,42,8
Cc1c[nH]nc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,0.1,O=C(Nc1cc2ccc(-c3ccnnc3)cc2cn1)C1CC1,34,8
Cc1c[nH]nc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,0.1,CC(C)COc1ccc2cc(NC(=O)C3CC3)ncc2c1,12,8
Cc1c[nH]nc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,0.1,COc1ccc2cc(NC(=O)C3CC3)ncc2c1,30,8
Cc1c[nH]nc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,0.1,CC(C)(CO)Oc1ccc2cc(NC(=O)C3CC3)ncc2c1,11,8
Cc1c[nH]nc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,0.1,C[C@H](CO)Oc1ccc2cc(NC(=O)C3CC3)ncc2c1,11,8
Cc1c[nH]nc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,0.1,CC(C)(C)Oc1ccc2cc(NC(=O)C3CC3)ncc2c1,13,8
Cc1c[nH]nc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,0.1,COC[C@@H](C)Oc1ccc2cc(NC(=O)C3CC3)ncc2c1,27,8
Cc1c[nH]nc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,0.1,C[C@H](CCO)Oc1ccc2cc(NC(=O)C3CC3)ncc2c1,23,8
Cc1c[nH]nc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,0.1,O=C(Nc1cc2ccc(OC3COC[C@@H]3O)cc2cn1)C1CC1,13.5,8
Cc1c[nH]nc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,0.1,O=C(Nc1cc2ccc(OC3COC[C@H]3O)cc2cn1)C1CC1,13.5,8
Cc1c[nH]nc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,0.1,O=C(Nc1cc2ccc(NCCO)cc2cn1)C1CC1,17,8
Cc1c[nH]nc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,0.1,O=C(Nc1cc2ccc(Br)cc2cn1)C1CC1,24.9,8
O=C(Nc1cc2ccc(-c3cnccn3)cc2cn1)C1CC1,18,O=C(Nc1cc2ccc(-c3cnccc3Cl)cc2cn1)C1CC1,0.07,8
Cc1cnc(-c2ccc3cc(NC(=O)C4CC4)ncc3c2)cn1,42,O=C(Nc1cc2ccc(-c3cnccc3Cl)cc2cn1)C1CC1,0.07,8
Cc1cnc(-c2ccc3cc(NC(=O)C4CC4)ncc3c2)cn1,42,O=C(Nc1cc2ccc(-c3ccccc3Cl)cc2cn1)C1CC1,0.312,8
O=C(Nc1cc2ccc(Oc3cncnc3)cc2cn1)C1CC1,42,O=C(Nc1cc2ccc(-c3cnccc3Cl)cc2cn1)C1CC1,0.07,8
O=C(Nc1cc2ccc(Oc3cncnc3)cc2cn1)C1CC1,42,O=C(Nc1cc2ccc(-c3ccccc3Cl)cc2cn1)C1CC1,0.312,8
Cc1cc(-c2ccc3cc(NC(=O)C4CC4)ncc3c2)ccn1,42,O=C(Nc1cc2ccc(-c3cnccc3Cl)cc2cn1)C1CC1,0.07,8
Cc1cc(-c2ccc3cc(NC(=O)C4CC4)ncc3c2)ccn1,42,O=C(Nc1cc2ccc(-c3ccccc3Cl)cc2cn1)C1CC1,0.312,8
O=C(Nc1cc2ccc(-c3ccnnc3)cc2cn1)C1CC1,34,O=C(Nc1cc2ccc(-c3cnccc3Cl)cc2cn1)C1CC1,0.07,8
O=C(Nc1cc2ccc(-c3ccnnc3)cc2cn1)C1CC1,34,O=C(Nc1cc2ccc(-c3ccccc3Cl)cc2cn1)C1CC1,0.312,8
CC(C)COc1ccc2cc(NC(=O)C3CC3)ncc2c1,12,O=C(Nc1cc2ccc(-c3cnccc3Cl)cc2cn1)C1CC1,0.07,8
O=C(Nc1cc2ccc(-c3cnccc3Cl)cc2cn1)C1CC1,0.07,COc1ccc2cc(NC(=O)C3CC3)ncc2c1,30,8
O=C(Nc1cc2ccc(-c3cnccc3Cl)cc2cn1)C1CC1,0.07,CC(C)(CO)Oc1ccc2cc(NC(=O)C3CC3)ncc2c1,11,8
O=C(Nc1cc2ccc(-c3cnccc3Cl)cc2cn1)C1CC1,0.07,C[C@H](CO)Oc1ccc2cc(NC(=O)C3CC3)ncc2c1,11,8
O=C(Nc1cc2ccc(-c3cnccc3Cl)cc2cn1)C1CC1,0.07,COC[C@H](C)Oc1ccc2cc(NC(=O)C3CC3)ncc2c1,8,8
O=C(Nc1cc2ccc(-c3cnccc3Cl)cc2cn1)C1CC1,0.07,CC(C)(C)Oc1ccc2cc(NC(=O)C3CC3)ncc2c1,13,8
O=C(Nc1cc2ccc(-c3cnccc3Cl)cc2cn1)C1CC1,0.07,COC[C@@H](C)Oc1ccc2cc(NC(=O)C3CC3)ncc2c1,27,8
O=C(Nc1cc2ccc(-c3cnccc3Cl)cc2cn1)C1CC1,0.07,C[C@H](CCO)Oc1ccc2cc(NC(=O)C3CC3)ncc2c1,23,8
O=C(Nc1cc2ccc(-c3cnccc3Cl)cc2cn1)C1CC1,0.07,O=C(Nc1cc2ccc(OC3COC[C@@H]3O)cc2cn1)C1CC1,13.5,8
O=C(Nc1cc2ccc(-c3cnccc3Cl)cc2cn1)C1CC1,0.07,O=C(Nc1cc2ccc(OC3COC[C@H]3O)cc2cn1)C1CC1,13.5,8
O=C(Nc1cc2ccc(-c3cnccc3Cl)cc2cn1)C1CC1,0.07,O=C(Nc1cc2ccc(NCCO)cc2cn1)C1CC1,17,8
O=C(Nc1cc2ccc(-c3cnccc3Cl)cc2cn1)C1CC1,0.07,O=C(Nc1cc2ccc(Br)cc2cn1)C1CC1,24.9,8
Clc1ccccc1-c1ccc2cc(Nc3ncccn3)ncc2c1,139,O=C(Nc1cc2ccc(-c3ccccc3Cl)cc2cn1)C1CC1,0.312,8
Cc1ccc(F)cc1-c1ccc2cc(N)ncc2c1,440,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CCC3)ncc2c1,1,8
Cc1ccc(F)cc1-c1ccc2cc(N)ncc2c1,440,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3F)ncc2c1,0.2,8
Cc1ccc(F)cc1-c1ccc2cc(N)ncc2c1,440,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3(F)F)ncc2c1,0.4,8
Cc1ccc(F)cc1-c1ccc2cc(N)ncc2c1,440,CC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.3,8
Cc1ccc(F)cc1-c1ccc2cc(N)ncc2c1,440,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)CC(F)(F)F)ncc2c1,3,8
Cc1ccc(F)cc1-c1ccc2cc(N)ncc2c1,440,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C(C)(C)C)ncc2c1,2,8
Cc1ccc(F)cc1-c1ccc2cc(N)ncc2c1,440,COCC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.3,8
Cc1ccc(F)cc1-c1ccc2cc(N)ncc2c1,440,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3C[C@@H]3F)ncc2c1,0.095,8
Cc1ccc(F)cc1-c1ccc2cc(N)ncc2c1,440,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3C[C@H]3F)ncc2c1,0.095,8
Cc1ccc(F)cc1-c1ccc2cc(N)ncc2c1,440,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)CN(C)C)ncc2c1,1,8
Cc1ccc(F)cc1-c1ccc2cc(N)ncc2c1,440,CCC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.5,8
Cc1ccc(F)cc1-c1ccc2cc(N)ncc2c1,440,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C(F)F)ncc2c1,1,8
Cc1ccc(F)cc1-c1ccc2cc(N)ncc2c1,440,CNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.1,8
Cc1ccc(F)cc1-c1ccc2cc(N)ncc2c1,440,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)N(C)C)ncc2c1,3,8
Cc1ccc(F)cc1-c1ccc2cc(N)ncc2c1,440,CCNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.2,8
Cc1ccc(F)cc1-c1ccc2cc(N)ncc2c1,440,COCCNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.2,8
Cc1ccc(F)cc1-c1ccc2cc(N)ncc2c1,440,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)CC3CC3)ncc2c1,0.9,8
Cc1ccc(F)cc1-c1ccc2cc(N)ncc2c1,440,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)NC(C)C)ncc2c1,1,8
Cc1ccc(F)cc1-c1ccc2cc(N)ncc2c1,440,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)NC3COC3)ncc2c1,0.2,8
Cc1ccc(F)cc1-c1ccc2cc(N)ncc2c1,440,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3C[C@@H]3C)ncc2c1,0.65,8
Cc1ccc(F)cc1-c1ccc2cc(N)ncc2c1,440,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3C[C@H]3C)ncc2c1,0.65,8
Cc1ccc(F)cc1-c1ccc2cc(N)ncc2c1,440,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,0.116,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CCC3)ncc2c1,1,Cc1ccc(F)cc1-c1ccc2cc(/N=C3/NC(C)(C)CO3)ncc2c1,213,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CCCC3)ncc2c1,12,CNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.1,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3(F)CC3)ncc2c1,15,CNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.1,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3(C)CC3)ncc2c1,50,CNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.1,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3(C)CC3)ncc2c1,50,CCNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.2,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3(C)CC3)ncc2c1,50,COCCNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.2,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3(C)CC3)ncc2c1,50,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)NC3COC3)ncc2c1,0.2,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3F)ncc2c1,0.2,Cc1ccc(F)cc1-c1ccc2cc(/N=C3/NC(C)(C)CO3)ncc2c1,213,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3F)ncc2c1,0.2,Cc1ccc(F)cc1-c1ccc2cc(NS(C)(=O)=O)ncc2c1,27,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3F)ncc2c1,0.2,Cc1ccc(F)cc1-c1ccc2cc(NS(=O)(=O)C3CC3)ncc2c1,42,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3F)ncc2c1,0.2,Cc1ccc(F)cc1-c1ccc2cc(NC(C)C(F)(F)F)ncc2c1,42,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3F)ncc2c1,0.2,Cc1ccc(F)cc1-c1ccc2cc(NCC3CC3)ncc2c1,42,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3F)ncc2c1,0.2,Cc1ccc(F)cc1-c1ccc2cc(Nc3cccc(=O)[nH]3)ncc2c1,21,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3F)ncc2c1,0.2,Cc1ccc(F)cc1-c1ccc2cc(C(=O)NC3CC3)ncc2c1,42,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3F)ncc2c1,0.2,Cc1ccc(F)cc1-c1ccc2cc(C(=O)NC3CCC3)ncc2c1,42,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3(F)F)ncc2c1,0.4,Cc1ccc(F)cc1-c1ccc2cc(/N=C3/NC(C)(C)CO3)ncc2c1,213,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3(F)F)ncc2c1,0.4,Cc1ccc(F)cc1-c1ccc2cc(NS(=O)(=O)C3CC3)ncc2c1,42,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3(F)F)ncc2c1,0.4,Cc1ccc(F)cc1-c1ccc2cc(NC(C)C(F)(F)F)ncc2c1,42,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3(F)F)ncc2c1,0.4,Cc1ccc(F)cc1-c1ccc2cc(NCC3CC3)ncc2c1,42,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3(F)F)ncc2c1,0.4,Cc1ccc(F)cc1-c1ccc2cc(C(=O)NC3CC3)ncc2c1,42,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3(F)F)ncc2c1,0.4,Cc1ccc(F)cc1-c1ccc2cc(C(=O)NC3CCC3)ncc2c1,42,8
Cc1ccc(F)cc1-c1ccc2cc(/N=C3/NC(C)(C)CO3)ncc2c1,213,CC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.3,8
Cc1ccc(F)cc1-c1ccc2cc(/N=C3/NC(C)(C)CO3)ncc2c1,213,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C(C)(C)C)ncc2c1,2,8
Cc1ccc(F)cc1-c1ccc2cc(/N=C3/NC(C)(C)CO3)ncc2c1,213,COCC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.3,8
Cc1ccc(F)cc1-c1ccc2cc(/N=C3/NC(C)(C)CO3)ncc2c1,213,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3C[C@@H]3F)ncc2c1,0.095,8
Cc1ccc(F)cc1-c1ccc2cc(/N=C3/NC(C)(C)CO3)ncc2c1,213,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3C[C@H]3F)ncc2c1,0.095,8
Cc1ccc(F)cc1-c1ccc2cc(/N=C3/NC(C)(C)CO3)ncc2c1,213,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)CN(C)C)ncc2c1,1,8
Cc1ccc(F)cc1-c1ccc2cc(/N=C3/NC(C)(C)CO3)ncc2c1,213,CCC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.5,8
Cc1ccc(F)cc1-c1ccc2cc(/N=C3/NC(C)(C)CO3)ncc2c1,213,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C(F)F)ncc2c1,1,8
Cc1ccc(F)cc1-c1ccc2cc(/N=C3/NC(C)(C)CO3)ncc2c1,213,CNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.1,8
Cc1ccc(F)cc1-c1ccc2cc(/N=C3/NC(C)(C)CO3)ncc2c1,213,CCNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.2,8
Cc1ccc(F)cc1-c1ccc2cc(/N=C3/NC(C)(C)CO3)ncc2c1,213,COCCNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.2,8
Cc1ccc(F)cc1-c1ccc2cc(/N=C3/NC(C)(C)CO3)ncc2c1,213,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)CC3CC3)ncc2c1,0.9,8
Cc1ccc(F)cc1-c1ccc2cc(/N=C3/NC(C)(C)CO3)ncc2c1,213,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)NC(C)C)ncc2c1,1,8
Cc1ccc(F)cc1-c1ccc2cc(/N=C3/NC(C)(C)CO3)ncc2c1,213,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)NC3COC3)ncc2c1,0.2,8
Cc1ccc(F)cc1-c1ccc2cc(/N=C3/NC(C)(C)CO3)ncc2c1,213,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3C[C@@H]3C)ncc2c1,0.65,8
Cc1ccc(F)cc1-c1ccc2cc(/N=C3/NC(C)(C)CO3)ncc2c1,213,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3C[C@H]3C)ncc2c1,0.65,8
Cc1ccc(F)cc1-c1ccc2cc(/N=C3/NC(C)(C)CO3)ncc2c1,213,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,0.116,8
CC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.3,Cc1ccc(F)cc1-c1ccc2cc(NS(=O)(=O)C3CC3)ncc2c1,42,8
CC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.3,Cc1ccc(F)cc1-c1ccc2cc(NC(C)C(F)(F)F)ncc2c1,42,8
CC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.3,Cc1ccc(F)cc1-c1ccc2cc(NCC3CC3)ncc2c1,42,8
CC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.3,Cc1ccc(F)cc1-c1ccc2cc(C(=O)NC3CC3)ncc2c1,42,8
CC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.3,Cc1ccc(F)cc1-c1ccc2cc(C(=O)NC3CCC3)ncc2c1,42,8
COCC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.3,Cc1ccc(F)cc1-c1ccc2cc(NS(=O)(=O)C3CC3)ncc2c1,42,8
COCC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.3,Cc1ccc(F)cc1-c1ccc2cc(NC(C)C(F)(F)F)ncc2c1,42,8
COCC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.3,Cc1ccc(F)cc1-c1ccc2cc(NCC3CC3)ncc2c1,42,8
COCC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.3,Cc1ccc(F)cc1-c1ccc2cc(C(=O)NC3CC3)ncc2c1,42,8
COCC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.3,Cc1ccc(F)cc1-c1ccc2cc(C(=O)NC3CCC3)ncc2c1,42,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3C[C@@H]3F)ncc2c1,0.095,Cc1ccc(F)cc1-c1ccc2cc(NS(C)(=O)=O)ncc2c1,27,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3C[C@@H]3F)ncc2c1,0.095,Cc1ccc(F)cc1-c1ccc2cc(NS(=O)(=O)C3CC3)ncc2c1,42,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3C[C@@H]3F)ncc2c1,0.095,Cc1ccc(F)cc1-c1ccc2cc(NC(C)C(F)(F)F)ncc2c1,42,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3C[C@@H]3F)ncc2c1,0.095,Cc1ccc(F)cc1-c1ccc2cc(NCC3CC3)ncc2c1,42,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3C[C@@H]3F)ncc2c1,0.095,Cc1ccc(F)cc1-c1ccc2cc(Nc3cccc(=O)[nH]3)ncc2c1,21,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3C[C@@H]3F)ncc2c1,0.095,Cc1ccc(F)cc1-c1ccc2cc(C(=O)NC3CC3)ncc2c1,42,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3C[C@@H]3F)ncc2c1,0.095,Cc1ccc(F)cc1-c1ccc2cc(C(=O)NC3CCC3)ncc2c1,42,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3C[C@H]3F)ncc2c1,0.095,Cc1ccc(F)cc1-c1ccc2cc(NS(C)(=O)=O)ncc2c1,27,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3C[C@H]3F)ncc2c1,0.095,Cc1ccc(F)cc1-c1ccc2cc(NS(=O)(=O)C3CC3)ncc2c1,42,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3C[C@H]3F)ncc2c1,0.095,Cc1ccc(F)cc1-c1ccc2cc(NC(C)C(F)(F)F)ncc2c1,42,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3C[C@H]3F)ncc2c1,0.095,Cc1ccc(F)cc1-c1ccc2cc(NCC3CC3)ncc2c1,42,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3C[C@H]3F)ncc2c1,0.095,Cc1ccc(F)cc1-c1ccc2cc(Nc3cccc(=O)[nH]3)ncc2c1,21,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3C[C@H]3F)ncc2c1,0.095,Cc1ccc(F)cc1-c1ccc2cc(C(=O)NC3CC3)ncc2c1,42,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3C[C@H]3F)ncc2c1,0.095,Cc1ccc(F)cc1-c1ccc2cc(C(=O)NC3CCC3)ncc2c1,42,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C(F)(F)F)ncc2c1,33,CNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.1,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C(F)(F)F)ncc2c1,33,CCNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.2,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C(F)(F)F)ncc2c1,33,COCCNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.2,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C(F)(F)F)ncc2c1,33,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)NC3COC3)ncc2c1,0.2,8
Cc1ccc(F)cc1-c1ccc2cc(NS(C)(=O)=O)ncc2c1,27,CNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.1,8
Cc1ccc(F)cc1-c1ccc2cc(NS(C)(=O)=O)ncc2c1,27,CCNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.2,8
Cc1ccc(F)cc1-c1ccc2cc(NS(C)(=O)=O)ncc2c1,27,COCCNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.2,8
Cc1ccc(F)cc1-c1ccc2cc(NS(C)(=O)=O)ncc2c1,27,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)NC3COC3)ncc2c1,0.2,8
Cc1ccc(F)cc1-c1ccc2cc(NS(C)(=O)=O)ncc2c1,27,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,0.116,8
Cc1ccc(F)cc1-c1ccc2cc(NS(=O)(=O)C3CC3)ncc2c1,42,CNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.1,8
Cc1ccc(F)cc1-c1ccc2cc(NS(=O)(=O)C3CC3)ncc2c1,42,CCNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.2,8
Cc1ccc(F)cc1-c1ccc2cc(NS(=O)(=O)C3CC3)ncc2c1,42,COCCNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.2,8
Cc1ccc(F)cc1-c1ccc2cc(NS(=O)(=O)C3CC3)ncc2c1,42,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)NC3COC3)ncc2c1,0.2,8
Cc1ccc(F)cc1-c1ccc2cc(NS(=O)(=O)C3CC3)ncc2c1,42,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,0.116,8
CNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.1,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3(O)CC3)ncc2c1,42,8
CNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.1,Cc1ccc(F)cc1-c1ccc2cc(NC(C)C(F)(F)F)ncc2c1,42,8
CNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.1,Cc1ccc(F)cc1-c1ccc2cc(NCC3CC3)ncc2c1,42,8
CNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.1,Cc1ccc(F)cc1-c1ccc2cc(Nc3cccc(=O)[nH]3)ncc2c1,21,8
CNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.1,Cc1ccc(F)cc1-c1ccc2cc(C(=O)NC3CC3)ncc2c1,42,8
CNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.1,Cc1ccc(F)cc1-c1ccc2cc(C(=O)NC3CCC3)ncc2c1,42,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3(O)CC3)ncc2c1,42,CCNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.2,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3(O)CC3)ncc2c1,42,COCCNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.2,8
Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3(O)CC3)ncc2c1,42,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)NC3COC3)ncc2c1,0.2,8
Cc1ccc(F)cc1-c1ccc2cc(NC(C)C(F)(F)F)ncc2c1,42,CCNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.2,8
Cc1ccc(F)cc1-c1ccc2cc(NC(C)C(F)(F)F)ncc2c1,42,COCCNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1,0.2,8
